Label,RFX_ExpectedFrequency,RFX_ExceedanceProbability,DirichletAlpha,FFX_Posterior
SENSORY_RELAY,0.5998162886090188,0.99092,55.78291484063875,1.0
RELAY,0.3621424647826112,0.00908,33.67924922478284,0.0
NULL,0.012517838949068126,0.0,1.1641590222633358,0.0
DIRECT,0.02552340765930179,0.0,2.3736769123150667,0.0
