Label,RFX_ExpectedFrequency,RFX_ExceedanceProbability,DirichletAlpha,FFX_Posterior
FLEX,0.9889139204019441,1.0,89.99116675657689,1.0
INTRA_ONLY,0.011086079598055921,0.0,1.0088332434230884,0.0
